Ticket_ID,Fecha_Apertura,Fecha_Cierre,Categoria,Prioridad,Estado,Tecnico_Asignado,Usuario_Solicitante,Costo_Reparacion_USD
TCK-1202,2026-04-02 08:00:00,,Redes y Accesos,Alta,En Proceso,Luis Gómez,Mercedes Andrea Sánchez,0.0
TCK-1203,2026-04-23 14:00:00,,Software,ALTA,En Proceso,carlos mendoza,Sebastián Galvis Ortiz,0.0
TCK-1204,2026-05-13 12:00:00,2026-05-14 16:00:00,Hardware,ALTA,Cerrado, Sin Asignar ,Julio Sandoval,106.62
TCK-1205,2026-01-27 09:00:00,,SOFTWARE,Baja,En Proceso,Luis Gómez,Nancy Ordóñez Mendoza,0.0
TCK-1206,2026-02-12 15:00:00,,Impresoras,Alta,En Proceso,carlos mendoza,Angie Pérez,0.0
TCK-1207,2026-04-22 12:00:00,2026-04-22 17:00:00,SOFTWARE,,Cerrado,Sofia Ramos,Janeth Libia Ramírez Ochoa,0.0
TCK-1208,2026-06-23 10:00:00,2026-06-23 20:00:00,hardware,Critical,Cerrado,carlos mendoza,Dora Mejía Guerrero,
TCK-1209,2026-06-15 13:00:00,,Impresoras,Critical,En Proceso,Carlos Mendoza,Jhon Calderón Garcés,0.0
TCK-1210,2026-04-05 13:00:00,,hardware,Alta,Abierto, Sin Asignar ,  andrés osorio ayala  ,196.14
TCK-1211,2026-03-13 11:00:00,2026-03-13 13:00:00,SOFTWARE,Media,Cerrado,Sofia Ramos,César Daza,0.0
TCK-1212,2026-01-31 12:00:00,,SOFTWARE,ALTA,En Proceso,Ana Torres,Yolanda Estella Molina,0.0
TCK-1213,2026-05-06 11:00:00,2026-05-06 20:00:00,hardware,Alta,Cerrado,Sofia Ramos,  óscar rafael valencia  ,362.42
TCK-1214,2026-06-24 13:00:00,,SOFTWARE,Alta,En Proceso, Sin Asignar ,Eliecer Yesid Rosero Yepes,0.0
TCK-1215,2026-02-10 10:00:00,,Laptops / Equipos,Media,En Proceso,Carlos Mendoza,Jorge Gutiérrez,400.19
TCK-1216,2026-05-07 08:00:00,,Laptops / Equipos,Critical,En Proceso,Luis Gómez,Beatriz Arango Vega,491.85
TCK-1217,2026-01-23 09:00:00,,Impresoras,,En Proceso,carlos mendoza,Daniela Martínez Barrera,0.0
TCK-1218,2026-04-15 17:00:00,2026-04-16 02:00:00,Redes y Accesos,,Cerrado,Carlos Mendoza,Ana Maritza Pineda Buitrago,0.0
TCK-1219,2026-03-30 10:00:00,2026-03-30 22:00:00,hardware,Media,CERRADO,Sofia Ramos,Carlos Edwin Mantilla,436.74
TCK-1220,2026-05-13 10:00:00,,Software,Media,En Proceso,Luis Gómez,Angie Hernández Ortega,0.0
TCK-1221,2026-05-13 12:00:00,2026-05-14 05:00:00,Software,,Cerrado, Sin Asignar ,Andrés Jaime Martínez,0.0
TCK-1222,2026-06-07 16:00:00,2026-06-09 01:00:00,SOFTWARE,Media,Cerrado, Sin Asignar ,José Jhonatan Jaimes,0.0
TCK-1223,2026-06-18 17:00:00,2026-06-19 15:00:00,hardware,Critical,CERRADO,Carlos Mendoza,Jesús Hugo Galvis Méndez,
TCK-1224,2026-06-14 17:00:00,,SOFTWARE,Media,En Proceso, Sin Asignar ,Iván Aníbal Pulido,0.0
TCK-1225,2026-05-08 16:00:00,,SOFTWARE,Baja,En Proceso,Sofia Ramos,Alberto Jonathan García Pérez,0.0
TCK-1226,2026-04-14 12:00:00,,Hardware,,Abierto,Carlos Mendoza,  yolanda elsy bohórquez velandia  ,219.5
TCK-1227,2026-03-29 17:00:00,2026-03-30 14:00:00,hardware,,Resuelto,Luis Gómez,Cristina Estela Suárez,433.17
TCK-1228,2026-02-03 13:00:00,2026-02-05 01:00:00,Hardware,Baja,CERRADO,Ana Torres,Alfredo Roberto Ávila,148.39
TCK-1229,2026-01-25 08:00:00,,Impresoras,Critical,En Proceso,Sofia Ramos,Leonardo Rafael Torres,0.0
TCK-1230,2026-02-10 13:00:00,2026-02-11 10:00:00,Software,Media,CERRADO,Sofia Ramos,Alonso Castro Saavedra,0.0
TCK-1231,2026-03-20 15:00:00,2026-03-20 21:00:00,Impresoras,Critical,Cerrado,Sofia Ramos,Stella Obando,0.0
TCK-1232,2026-04-01 08:00:00,2026-04-02 03:00:00,Impresoras,Critical,Cerrado,carlos mendoza,Alexander Flórez,0.0
TCK-1233,2026-01-03 09:00:00,,Software,Baja,Abierto,carlos mendoza,Cecilia Ruiz Arias,0.0
TCK-1234,2026-01-12 14:00:00,2026-01-14 02:00:00,Software,Baja,Cerrado, Sin Asignar ,Alberto Barreto Flórez,0.0
TCK-1235,2026-04-26 16:00:00,,hardware,Critical,En Proceso,carlos mendoza,Brayan Ortiz,
TCK-1236,2026-04-06 13:00:00,2026-04-07 13:00:00,hardware,Media,CERRADO,Ana Torres,David Bonilla,
TCK-1237,2026-01-10 10:00:00,,hardware,ALTA,En Proceso, Sin Asignar ,Eliecer Domínguez,311.01
TCK-1238,2026-03-25 17:00:00,,Software,ALTA,En Proceso, Sin Asignar ,John Javier Ortiz,0.0
TCK-1239,2026-03-28 16:00:00,2026-03-30 03:00:00,Impresoras,,CERRADO, Sin Asignar ,María Martha Ospina Fonseca,0.0
TCK-1240,2026-04-05 13:00:00,2026-04-06 16:00:00,Laptops / Equipos,Baja,Cerrado,carlos mendoza,José Andrés Pérez,322.05
TCK-1241,2026-03-09 17:00:00,2026-03-10 08:00:00,SOFTWARE,Alta,CERRADO, Sin Asignar ,Isabel Ramírez Espitia,0.0
TCK-1242,2026-06-08 14:00:00,2026-06-09 06:00:00,Hardware,Critical,Resuelto,carlos mendoza,  ana andrea lópez benavides  ,29.09
TCK-1243,2026-02-08 14:00:00,2026-02-09 17:00:00,Laptops / Equipos,Critical,Resuelto,Sofia Ramos,María Ana Correa,
TCK-1244,2026-02-05 16:00:00,2026-02-07 04:00:00,Redes y Accesos,,Resuelto,Sofia Ramos,William Rincón Pinzón,0.0
TCK-1245,2026-02-14 15:00:00,2026-02-15 13:00:00,Laptops / Equipos,Baja,CERRADO,carlos mendoza,Víctor León Medina Durán,366.04
TCK-1246,2026-06-27 12:00:00,2026-06-28 19:00:00,Software,Media,CERRADO,Luis Gómez,Danilo Armando Sánchez,0.0
TCK-1247,2026-03-18 12:00:00,2026-03-19 20:00:00,Redes y Accesos,ALTA,Resuelto,Luis Gómez,María Yolanda Ortega,0.0
TCK-1248,2026-03-12 12:00:00,2026-03-13 23:00:00,Impresoras,ALTA,Cerrado,Luis Gómez,Carolina Pérez,0.0
TCK-1249,2026-03-16 08:00:00,,SOFTWARE,Alta,En Proceso,Luis Gómez,Alejandro Duarte López,0.0
TCK-1250,2026-05-03 11:00:00,2026-05-04 22:00:00,Redes y Accesos,Critical,Resuelto,carlos mendoza,José Rivera Calderón,0.0
TCK-1251,2026-05-31 11:00:00,2026-05-31 15:00:00,SOFTWARE,Critical,Resuelto,Ana Torres,Francy Milena López Díaz,
TCK-1252,2026-04-16 13:00:00,,Hardware,,Abierto,Ana Torres,  maría cano  ,284.17
TCK-1253,2026-04-15 15:00:00,,SOFTWARE,Media,Abierto,Luis Gómez,Alejandra Deicy Díaz,0.0
TCK-1254,2026-01-23 17:00:00,2026-01-25 04:00:00,SOFTWARE,,Resuelto,Carlos Mendoza,Enrique Luis Murillo Gallego,0.0
TCK-1255,2026-02-15 08:00:00,,hardware,ALTA,Abierto,Ana Torres,Martha Fernanda Herrera Torres,481.82
TCK-1256,2026-01-10 08:00:00,,Laptops / Equipos,Critical,En Proceso,Carlos Mendoza,Verónica Laura Castillo,180.82
TCK-1257,2026-06-14 16:00:00,2026-06-16 00:00:00,Software,Critical,CERRADO,Sofia Ramos,Wilson Alberto Jaramillo,0.0
TCK-1258,2026-03-26 10:00:00,,SOFTWARE,Baja,Abierto,carlos mendoza,  jorge bastidas  ,0.0
TCK-1259,2026-03-17 17:00:00,2026-03-18 05:00:00,Laptops / Equipos,,Resuelto,Sofia Ramos,Nidia García Franco,
TCK-1260,2026-06-21 09:00:00,2026-06-21 18:00:00,Impresoras,Baja,Resuelto,Ana Torres,  gregorio zapata  ,0.0
TCK-1261,2026-04-25 12:00:00,,Redes y Accesos,Critical,En Proceso,carlos mendoza,Aura Gloria Correa,0.0
TCK-1262,2026-04-03 11:00:00,2026-04-03 19:00:00,Impresoras,Baja,Cerrado,Ana Torres,Gabriel Uriel Andrade,0.0
TCK-1263,2026-06-30 12:00:00,2026-07-01 07:00:00,Redes y Accesos,Critical,Cerrado,Ana Torres,Willian Lara,0.0
TCK-1264,2026-02-09 15:00:00,2026-02-10 15:00:00,Impresoras,,CERRADO, Sin Asignar ,Daniela López,0.0
TCK-1265,2026-06-20 11:00:00,2026-06-20 17:00:00,Laptops / Equipos,ALTA,Resuelto, Sin Asignar ,Fredy Jiménez,57.49
TCK-1266,2026-01-16 16:00:00,2026-01-17 05:00:00,Laptops / Equipos,Critical,CERRADO,Ana Torres,  andrés angulo  ,430.15
TCK-1267,2026-06-24 11:00:00,2026-06-25 19:00:00,Hardware,Critical,CERRADO,Sofia Ramos,Luz Bertha Toro Naranjo,237.65
TCK-1268,2026-04-27 17:00:00,2026-04-29 05:00:00,Impresoras,,Cerrado,Luis Gómez,Manuel Andrey Gómez Cifuentes,0.0
TCK-1269,2026-01-01 11:00:00,2026-01-01 16:00:00,Hardware,ALTA,CERRADO,Luis Gómez,Mario Portilla Correa,
TCK-1270,2026-01-18 15:00:00,2026-01-19 10:00:00,Impresoras,Media,Cerrado,Ana Torres,David Bravo Rincón,0.0
TCK-1271,2026-06-15 14:00:00,,Impresoras,ALTA,En Proceso,Sofia Ramos,Mercedes Esperanza Cruz Méndez,0.0
TCK-1272,2026-06-19 16:00:00,2026-06-20 15:00:00,Hardware,Media,Resuelto, Sin Asignar ,Carlos Luis Suárez,81.13
TCK-1273,2026-01-01 08:00:00,,Impresoras,,En Proceso,carlos mendoza,Luz Gladis Álvarez Castellanos,0.0
TCK-1274,2026-02-28 11:00:00,,Redes y Accesos,Media,Abierto,Luis Gómez,  elkin ignacio triana arboleda  ,0.0
TCK-1275,2026-01-29 08:00:00,,Laptops / Equipos,Alta,Abierto,Ana Torres,Óscar José López,
TCK-1276,2026-06-03 08:00:00,2026-06-03 11:00:00,Impresoras,ALTA,Resuelto,Ana Torres,Juan Pedro Navarro,0.0
TCK-1277,2026-01-15 10:00:00,2026-01-16 05:00:00,Software,,CERRADO, Sin Asignar ,Paulina Méndez Vergara,0.0
TCK-1278,2026-06-22 13:00:00,2026-06-23 09:00:00,Software,,Resuelto, Sin Asignar ,María Tatiana Martínez,0.0
TCK-1279,2026-01-16 16:00:00,2026-01-17 04:00:00,SOFTWARE,,CERRADO,Sofia Ramos,Juan Fabián Ospina,
TCK-1280,2026-03-30 14:00:00,2026-03-31 11:00:00,SOFTWARE,ALTA,CERRADO,Sofia Ramos,  emilio marín  ,0.0
TCK-1281,2026-05-18 15:00:00,2026-05-19 06:00:00,Redes y Accesos,,Resuelto,Ana Torres,Constanza Arroyo López,0.0
TCK-1282,2026-05-24 14:00:00,,Laptops / Equipos,Critical,Abierto,Ana Torres,Julián Lozano,142.4
TCK-1283,2026-01-21 15:00:00,,Hardware,Critical,En Proceso,carlos mendoza,Santiago Luis Rodríguez,44.74
TCK-1284,2026-06-04 17:00:00,2026-06-04 22:00:00,Software,Critical,Cerrado,carlos mendoza,Edgar Alberto Arias,0.0
TCK-1285,2026-02-23 13:00:00,,Hardware,Media,En Proceso,Ana Torres,Luis González,76.31
TCK-1286,2026-05-03 11:00:00,2026-05-04 01:00:00,Impresoras,Media,CERRADO, Sin Asignar ,Andrés Morales,0.0
TCK-1287,2026-04-30 16:00:00,,Redes y Accesos,Baja,En Proceso,Luis Gómez,Yadira Ramírez Quintero,0.0
TCK-1288,2026-01-26 15:00:00,,Software,Baja,En Proceso,Luis Gómez,Ibeth Páez,0.0
TCK-1289,2026-02-26 10:00:00,2026-02-27 03:00:00,Laptops / Equipos,Critical,Cerrado, Sin Asignar ,Luis Hernando Sanabria,161.69
TCK-1290,2026-02-28 14:00:00,2026-03-01 06:00:00,Impresoras,Critical,CERRADO,carlos mendoza,Bryan Ruiz,0.0
TCK-1291,2026-05-06 15:00:00,,Software,,Abierto,Luis Gómez,  josé triana rivera  ,0.0
TCK-1292,2026-05-06 10:00:00,2026-05-06 14:00:00,Laptops / Equipos,Alta,CERRADO,Carlos Mendoza,Andrés Arturo Franco Martínez,340.74
TCK-1293,2026-04-16 10:00:00,2026-04-16 15:00:00,SOFTWARE,Media,Resuelto,Carlos Mendoza,Anyi Ingrid Romero Quintero,0.0
TCK-1294,2026-01-16 17:00:00,2026-01-18 00:00:00,SOFTWARE,ALTA,CERRADO,Carlos Mendoza,  maritza luz perdomo tovar  ,0.0
TCK-1295,2026-01-04 08:00:00,2026-01-05 02:00:00,Laptops / Equipos,Baja,CERRADO,Carlos Mendoza,Armando Pacheco Bernal,354.97
TCK-1296,2026-02-15 09:00:00,2026-02-16 19:00:00,Software,Media,Cerrado,Ana Torres,Jessica Muñoz,0.0
TCK-1297,2026-04-01 12:00:00,,Hardware,Baja,Abierto,Sofia Ramos,Martha Ruiz,136.74
TCK-1298,2026-03-18 09:00:00,2026-03-18 15:00:00,Impresoras,ALTA,Cerrado,Sofia Ramos,Yuly Ortiz,
TCK-1299,2026-01-03 10:00:00,2026-01-04 18:00:00,hardware,ALTA,Cerrado,carlos mendoza,Fernanda Castillo Romero,291.61
TCK-1300,2026-01-25 16:00:00,2026-01-26 07:00:00,Software,,Cerrado, Sin Asignar ,Cristina Gloria Salcedo Castaño,
TCK-1301,2026-01-20 12:00:00,2026-01-20 15:00:00,Software,Baja,CERRADO,Carlos Mendoza,Luis Jhon Díaz,0.0
TCK-1302,2026-04-12 09:00:00,,Software,Critical,En Proceso,Ana Torres,Diego Carlos Arévalo Martínez,0.0
TCK-1303,2026-06-23 16:00:00,,Impresoras,,En Proceso,Ana Torres,Walter Medina,0.0
TCK-1304,2026-01-21 16:00:00,,Hardware,Alta,En Proceso,Sofia Ramos,Jhoana Judith Quintero,56.49
TCK-1305,2026-06-07 17:00:00,,hardware,Baja,Abierto,Carlos Mendoza,Lizeth Vanegas Polo,396.1
TCK-1306,2026-02-28 13:00:00,2026-03-01 14:00:00,Impresoras,Media,CERRADO,carlos mendoza,Alberto Ballesteros,0.0
TCK-1307,2026-06-08 12:00:00,2026-06-08 17:00:00,Hardware,Baja,Resuelto,Ana Torres,Ángela Yamile Torres,396.27
TCK-1308,2026-04-10 13:00:00,,Hardware,Alta,En Proceso,Carlos Mendoza,Diego Alejandro García Cabrera,233.47
TCK-1309,2026-01-27 10:00:00,2026-01-27 22:00:00,Impresoras,ALTA,Cerrado, Sin Asignar ,Ana Manuela Parra,0.0
TCK-1310,2026-01-07 09:00:00,,Laptops / Equipos,Alta,En Proceso, Sin Asignar ,Marcela Velasco Agudelo,175.73
TCK-1311,2026-03-16 14:00:00,,hardware,Alta,Abierto,carlos mendoza,Blanca Reyes Nieto,454.5
TCK-1312,2026-05-27 16:00:00,2026-05-28 17:00:00,Software,Media,Resuelto,Luis Gómez,Carlos Jairo Álvarez,0.0
TCK-1313,2026-01-17 10:00:00,,Redes y Accesos,ALTA,Abierto,Luis Gómez,Nancy Arrieta Duarte,
TCK-1314,2026-03-06 11:00:00,,Laptops / Equipos,Critical,Abierto,Ana Torres,María María Garcés,
TCK-1315,2026-04-12 13:00:00,2026-04-13 14:00:00,hardware,Baja,CERRADO,Sofia Ramos,Robinson Daniel Bermúdez Castro,411.43
TCK-1316,2026-06-02 10:00:00,,Redes y Accesos,Critical,En Proceso,carlos mendoza,Doris María Arias González,0.0
TCK-1317,2026-04-12 13:00:00,,SOFTWARE,,En Proceso,carlos mendoza,Germán Sarmiento,0.0
TCK-1318,2026-03-04 13:00:00,,Redes y Accesos,ALTA,Abierto,Luis Gómez,  bernardo morales guzmán  ,0.0
TCK-1319,2026-06-01 16:00:00,2026-06-03 04:00:00,Hardware,,Resuelto,Sofia Ramos,Silvia Márquez,120.63
TCK-1320,2026-06-27 09:00:00,,SOFTWARE,ALTA,Abierto,Ana Torres,Constanza Cecilia Bedoya Guzmán,0.0
TCK-1321,2026-06-18 10:00:00,,hardware,ALTA,Abierto,Carlos Mendoza,Lida Alzate Rangel,307.01
TCK-1322,2026-05-17 16:00:00,,Laptops / Equipos,Alta,Abierto,Luis Gómez,Felipe Arias,409.9
TCK-1323,2026-01-22 09:00:00,2026-01-23 08:00:00,Software,,Resuelto, Sin Asignar ,  josé ojeda  ,0.0
TCK-1324,2026-06-23 14:00:00,,hardware,ALTA,En Proceso,Carlos Mendoza,  alfonso jorge vélez  ,144.19
TCK-1325,2026-05-13 16:00:00,2026-05-14 07:00:00,Impresoras,Baja,CERRADO,Sofia Ramos,Luis Rodríguez Ríos,0.0
TCK-1326,2026-06-26 16:00:00,2026-06-27 15:00:00,Hardware,ALTA,Resuelto,Carlos Mendoza,Alejandra Franco,
TCK-1327,2026-02-06 13:00:00,,Redes y Accesos,ALTA,En Proceso,Ana Torres,Fernando Caro Parra,0.0
TCK-1328,2026-01-25 15:00:00,,Redes y Accesos,Alta,Abierto,Luis Gómez,  damaris flor díaz parra  ,0.0
TCK-1329,2026-01-06 13:00:00,2026-01-07 00:00:00,SOFTWARE,Media,Cerrado, Sin Asignar ,  luis molina mendoza  ,0.0
TCK-1330,2026-05-24 14:00:00,,Software,ALTA,Abierto,carlos mendoza,  adriana ortiz  ,0.0
TCK-1331,2026-04-21 14:00:00,2026-04-22 03:00:00,Impresoras,Critical,Cerrado,Sofia Ramos,Augusto Rendón,0.0
TCK-1332,2026-02-22 12:00:00,2026-02-22 19:00:00,hardware,Critical,Cerrado,Ana Torres,María Rosa Salgado,114.6
TCK-1333,2026-06-21 15:00:00,2026-06-22 12:00:00,Laptops / Equipos,ALTA,CERRADO, Sin Asignar ,Rubén Dario Muñoz Barbosa,74.83
TCK-1334,2026-04-28 17:00:00,2026-04-29 13:00:00,Laptops / Equipos,Critical,Resuelto,Carlos Mendoza,Wilson Wilson Salazar,170.33
TCK-1335,2026-01-30 10:00:00,,SOFTWARE,Media,En Proceso, Sin Asignar ,Lina Pinzón,0.0
TCK-1336,2026-05-28 14:00:00,,Software,ALTA,Abierto,carlos mendoza,Manuel Óscar Gonzáles López,0.0
TCK-1337,2026-02-14 16:00:00,2026-02-16 00:00:00,Redes y Accesos,Media,Resuelto,Ana Torres,Camilo Néstor Triana,0.0
TCK-1338,2026-01-14 13:00:00,2026-01-15 21:00:00,Software,Media,Cerrado,Sofia Ramos,Judith Gonzáles,0.0
TCK-1339,2026-05-07 14:00:00,,Impresoras,,Abierto,Sofia Ramos,Carmen Olga Álvarez,
TCK-1340,2026-01-08 11:00:00,,Hardware,Baja,En Proceso,Ana Torres,Stella Valeria Romero,100.74
TCK-1341,2026-05-07 16:00:00,2026-05-08 00:00:00,Laptops / Equipos,Alta,CERRADO,Luis Gómez,Sandra Álvarez,415.18
TCK-1342,2026-01-11 15:00:00,2026-01-12 05:00:00,Impresoras,Alta,CERRADO,carlos mendoza,José Rodríguez,0.0
TCK-1343,2026-03-18 08:00:00,,Redes y Accesos,Baja,Abierto,Carlos Mendoza,Stiven Luis Hernández Rivera,0.0
TCK-1344,2026-03-02 11:00:00,2026-03-03 10:00:00,hardware,,CERRADO, Sin Asignar ,Juan Víctor Espinosa García,99.67
TCK-1345,2026-02-22 11:00:00,2026-02-23 10:00:00,Laptops / Equipos,Baja,Cerrado, Sin Asignar ,Liliana Buitrago,175.35
TCK-1346,2026-03-16 17:00:00,,hardware,Critical,En Proceso,carlos mendoza,Mauricio Alexander López Herrera,85.08
TCK-1347,2026-04-16 08:00:00,,hardware,,En Proceso,Ana Torres,Claudia Carvajal Gonzáles,83.69
TCK-1348,2026-03-24 11:00:00,,Impresoras,Media,Abierto, Sin Asignar ,Manuel Rentería,0.0
TCK-1349,2026-04-07 15:00:00,2026-04-07 21:00:00,Impresoras,Critical,Cerrado,carlos mendoza,Alejandro Herrera,0.0
TCK-1350,2026-04-05 15:00:00,,Redes y Accesos,Critical,Abierto,Carlos Mendoza,Vanessa Yolanda Gómez Angulo,0.0
TCK-1351,2026-01-24 15:00:00,,hardware,Alta,En Proceso, Sin Asignar ,María Inés Corredor,484.7
TCK-1352,2026-05-07 12:00:00,,hardware,Baja,En Proceso,Luis Gómez,Jesús Segundo Cifuentes Carmona,82.69
TCK-1353,2026-03-29 08:00:00,2026-03-29 15:00:00,SOFTWARE,ALTA,Cerrado,Carlos Mendoza,  beatriz estela jiménez murcia  ,0.0
TCK-1354,2026-04-23 15:00:00,2026-04-24 19:00:00,Software,,Cerrado,Ana Torres,José Vargas Puentes,0.0
TCK-1355,2026-03-12 09:00:00,,Redes y Accesos,Alta,En Proceso,Luis Gómez,Andrés Pérez Gómez,0.0
TCK-1356,2026-01-14 14:00:00,,SOFTWARE,,En Proceso,Ana Torres,Andrés Sierra Cardona,
TCK-1357,2026-01-25 08:00:00,2026-01-26 15:00:00,Hardware,Media,Resuelto, Sin Asignar ,Nohora Luz Cardona Martínez,
TCK-1358,2026-06-28 13:00:00,2026-06-29 17:00:00,SOFTWARE,Media,Cerrado,Sofia Ramos,  josé marín león  ,0.0
TCK-1359,2026-01-27 09:00:00,,Redes y Accesos,Baja,En Proceso,Ana Torres,Clemencia María Pacheco Bonilla,0.0
TCK-1360,2026-02-04 10:00:00,2026-02-05 20:00:00,Laptops / Equipos,Alta,Cerrado, Sin Asignar ,Diana Ordóñez Polo,231.25
TCK-1361,2026-06-10 10:00:00,,Laptops / Equipos,,Abierto,Sofia Ramos,Amelia Esperanza Páez,61.61
TCK-1362,2026-02-01 17:00:00,,Redes y Accesos,ALTA,Abierto,Luis Gómez,Andrés Sepúlveda,0.0
TCK-1363,2026-06-15 09:00:00,2026-06-16 21:00:00,Laptops / Equipos,Critical,Resuelto,carlos mendoza,María Ester Valencia,393.91
TCK-1364,2026-06-18 12:00:00,2026-06-19 22:00:00,Laptops / Equipos,Critical,Resuelto,Ana Torres,María García Muñoz,
TCK-1365,2026-03-03 15:00:00,,Hardware,Media,Abierto,Sofia Ramos,Carolina Martha Salazar,54.09
TCK-1366,2026-01-04 13:00:00,,Software,ALTA,En Proceso, Sin Asignar ,Luz Carolina Valencia,0.0
TCK-1367,2026-02-14 15:00:00,2026-02-14 17:00:00,Laptops / Equipos,Alta,Cerrado,Carlos Mendoza,Heriberto Jaramillo Ruiz,
TCK-1368,2026-04-12 16:00:00,,SOFTWARE,,En Proceso, Sin Asignar ,Alberto Chávez Serrano,0.0
TCK-1369,2026-04-13 09:00:00,2026-04-14 20:00:00,Laptops / Equipos,Media,CERRADO,Luis Gómez,  evelio carlos rodríguez quintero  ,57.93
TCK-1370,2026-02-09 16:00:00,,Impresoras,Critical,En Proceso,carlos mendoza,David Gabriel Restrepo,0.0
TCK-1371,2026-06-14 09:00:00,,SOFTWARE,ALTA,En Proceso,carlos mendoza,Ángel Misael Vergara,0.0
TCK-1372,2026-03-04 09:00:00,,Hardware,ALTA,Abierto, Sin Asignar ,María Claudia Ortiz,168.46
TCK-1373,2026-02-14 09:00:00,2026-02-14 18:00:00,SOFTWARE,Alta,Cerrado,Ana Torres,Pablo Johnny Ramírez,0.0
TCK-1374,2026-05-13 12:00:00,2026-05-14 12:00:00,Software,,Resuelto,Luis Gómez,Sebastián Espitia García,0.0
TCK-1375,2026-01-08 13:00:00,,Redes y Accesos,Critical,Abierto,Carlos Mendoza,Sofía Anaya Valencia,0.0
TCK-1376,2026-06-10 09:00:00,,Impresoras,Critical,Abierto,Luis Gómez,  enrique orozco gómez  ,0.0
TCK-1377,2026-02-12 13:00:00,2026-02-13 06:00:00,hardware,Alta,Resuelto, Sin Asignar ,Felipe Rodríguez Villegas,75.36
TCK-1378,2026-01-01 08:00:00,2026-01-02 00:00:00,Hardware,ALTA,Cerrado,Luis Gómez,Ronal Rodrigo Angulo Arévalo,92.04
TCK-1379,2026-01-10 16:00:00,,Software,Baja,Abierto,Ana Torres,Marcela Torres,0.0
TCK-1380,2026-03-11 09:00:00,2026-03-12 09:00:00,Hardware,Critical,CERRADO,carlos mendoza,María Muñoz,106.09
TCK-1381,2026-01-12 14:00:00,2026-01-13 20:00:00,hardware,Baja,Cerrado,Luis Gómez,Luisa Osorio,
TCK-1382,2026-02-21 12:00:00,2026-02-22 08:00:00,SOFTWARE,Critical,CERRADO,Ana Torres,Diego José Rojas,0.0
TCK-1383,2026-05-07 11:00:00,2026-05-08 03:00:00,Software,Alta,CERRADO,Sofia Ramos,  alfredo néstor muñoz pérez  ,0.0
TCK-1384,2026-06-12 08:00:00,,Hardware,,En Proceso,Sofia Ramos,María Molina Gaitán,369.06
TCK-1385,2026-05-16 11:00:00,,Impresoras,Alta,Abierto,Ana Torres,Mario Wilson Ayala,
TCK-1386,2026-03-01 16:00:00,,SOFTWARE,Baja,Abierto,Sofia Ramos,Leidy García Montes,
TCK-1387,2026-01-25 16:00:00,2026-01-26 18:00:00,Hardware,Critical,Resuelto, Sin Asignar ,  sergio álvaro díaz díaz  ,337.97
TCK-1388,2026-03-16 12:00:00,,hardware,ALTA,En Proceso,carlos mendoza,Cristina Soto Torres,176.6
TCK-1389,2026-03-01 09:00:00,2026-03-01 18:00:00,hardware,Critical,Resuelto,Carlos Mendoza,  fernanda marcela méndez leal  ,98.9
TCK-1390,2026-04-15 09:00:00,2026-04-16 08:00:00,hardware,Media,CERRADO,Sofia Ramos,Jesús Vera Pardo,147.2
TCK-1391,2026-02-10 12:00:00,2026-02-10 15:00:00,Software,Baja,CERRADO,Ana Torres,  gildardo moreno castañeda  ,0.0
TCK-1392,2026-04-02 14:00:00,2026-04-02 18:00:00,SOFTWARE,Baja,CERRADO,Luis Gómez,Carlos Luis Murcia,0.0
TCK-1393,2026-04-14 15:00:00,2026-04-16 03:00:00,Software,Alta,CERRADO,Sofia Ramos,  catalina angulo pérez  ,0.0
TCK-1394,2026-02-01 08:00:00,2026-02-01 23:00:00,Software,Media,Cerrado,Sofia Ramos,Kevin Danny Mosquera García,0.0
TCK-1395,2026-06-15 09:00:00,2026-06-16 02:00:00,hardware,Alta,CERRADO,Carlos Mendoza,Pablo Muñoz González,114.92
TCK-1396,2026-02-02 09:00:00,,Hardware,Alta,En Proceso,Sofia Ramos,  maría elizabeth vásquez  ,463.58
TCK-1397,2026-04-12 15:00:00,2026-04-13 16:00:00,SOFTWARE,ALTA,Cerrado,Ana Torres,José Luis Rodríguez,0.0
TCK-1398,2026-03-12 12:00:00,,Software,Alta,Abierto, Sin Asignar ,Omar Santos Castrillón,0.0
TCK-1399,2026-03-17 15:00:00,,Laptops / Equipos,ALTA,Abierto,Carlos Mendoza,  eduardo prada  ,203.85
TCK-1400,2026-06-14 16:00:00,2026-06-16 03:00:00,hardware,Alta,Resuelto,Sofia Ramos,Antonio Bustamante Monsalve,192.37
TCK-1401,2026-05-05 13:00:00,2026-05-06 22:00:00,Redes y Accesos,ALTA,CERRADO,Luis Gómez,  joan santiago osorio rodríguez  ,0.0
TCK-1402,2026-02-26 08:00:00,,Hardware,ALTA,En Proceso, Sin Asignar ,José Ayala,300.31
TCK-1403,2026-02-10 09:00:00,2026-02-11 01:00:00,Redes y Accesos,Critical,Resuelto,carlos mendoza,  socorro elsa sierra  ,0.0
TCK-1404,2026-02-26 17:00:00,,Redes y Accesos,Media,Abierto,Ana Torres,Andrés Alzate,0.0
TCK-1405,2026-06-28 13:00:00,2026-06-28 15:00:00,SOFTWARE,,CERRADO,Luis Gómez,Victoria Bustos López,0.0
TCK-1406,2026-05-25 11:00:00,,Laptops / Equipos,Baja,Abierto,Ana Torres,Stiven Jiménez,63.32
